Dates,US,EE,BP,CD,SF,SK,NIB,AU,NZ,JY
12-Dec-03,1.16813,2.14663,4.01375,2.79667,0.26,,2.65,5.4225,5.2675,0.05625
15-Dec-03,1.17,2.14325,4.02125,2.78167,0.26,,2.66,5.435,5.2525,0.05688
16-Dec-03,1.17,2.14375,4.015,2.76833,0.25833,,2.65,5.4525,5.26,0.05625
17-Dec-03,1.17,2.14113,4.02063,2.75667,0.25167,,2.64,5.4675,5.2825,0.05625
18-Dec-03,1.17,2.13825,4.015,2.7525,0.25,,2.47,5.4575,5.26,0.05625
19-Dec-03,1.17,2.13688,4.02188,2.74667,0.25,,2.47,5.48,5.265,0.05625
22-Dec-03,1.17,2.1375,4.02625,2.74417,0.25167,,2.43,5.4775,5.2775,0.05688
23-Dec-03,1.17,2.13813,4.03078,2.74083,0.26,,2.41,5.48,5.2925,0.05875
24-Dec-03,1.17,2.14,4.03391,2.74,0.26,,2.41,5.4675,5.28,0.05688
25-Dec-03,1.17,2.14,4.03391,2.74,0.26,,2.41,5.4675,5.28,0.05688
26-Dec-03,1.17,2.14,4.03391,2.74,0.26,,2.41,5.4675,5.28,0.05688
29-Dec-03,1.1625,2.14025,4.04,2.74333,0.25833,,2.39,5.45,5.2825,0.06
30-Dec-03,1.155,2.12388,4.04125,2.72667,0.26,,2.37,5.4525,5.2625,0.06
31-Dec-03,1.15188,2.123,4.0375,2.7175,0.26,,2.37,5.4525,5.28,0.06125
01-Jan-04,1.15188,2.123,4.0375,2.7175,0.26,,2.37,5.4525,5.28,0.06125
02-Jan-04,1.15,2.11625,4.03563,2.69833,0.26,,2.35,5.4625,5.2825,0.06125
05-Jan-04,1.15,2.11113,4.04266,2.68,0.26,,2.35,5.48,5.3175,0.06
06-Jan-04,1.15,2.10975,4.045,2.66167,0.25833,,2.3,5.5,5.3025,0.06
07-Jan-04,1.14,2.10238,4.055,2.635,0.25833,,2.28,5.51,5.295,0.06125
08-Jan-04,1.14,2.10038,4.05906,2.63,0.245,,2.28,5.515,5.285,0.06
09-Jan-04,1.14,2.10025,4.03891,2.625,0.24667,,2.29,5.5375,5.2825,0.06
12-Jan-04,1.12,2.0925,4.0225,2.60667,0.24,,2.27,5.46,5.2025,0.06
13-Jan-04,1.12,2.0915,4.02375,2.60167,0.24,,2.23,5.455,5.185,0.06125
14-Jan-04,1.12,2.08513,4.01813,2.59667,0.24,,2.24,5.46,5.1975,0.06063
15-Jan-04,1.12,2.08,4.01625,2.56333,0.24,,2.23,5.4975,5.2025,0.05875
16-Jan-04,1.12,2.07263,4.02375,2.55167,0.235,,2.23,5.5,5.2125,0.05625
19-Jan-04,1.12,2.07275,4.02516,2.54833,0.24167,,2.24,5.5275,5.2025,0.05625
20-Jan-04,1.12,2.07625,4.02766,2.545,0.24,,2.24,5.5375,5.2375,0.05875
21-Jan-04,1.12,2.07188,4.03125,2.50167,0.23833,,2.29,5.5325,5.24,0.055
22-Jan-04,1.12,2.07125,4.03891,2.48,0.23333,,2.3,5.535,5.25,0.055
23-Jan-04,1.12,2.07038,4.06656,2.455,0.23,,2.28,5.5175,5.24,0.0525
26-Jan-04,1.12,2.0705,4.09922,2.45167,0.23167,,2.24,5.51,5.245,0.0525
27-Jan-04,1.12,2.07538,4.11,2.44333,0.23167,,2.23,5.525,5.255,0.05313
28-Jan-04,1.12,2.07788,4.1125,2.43667,0.23667,,2.24,5.5325,5.29,0.05188
29-Jan-04,1.13125,2.08888,4.1425,2.44333,0.24667,,2.17,5.5725,5.515,0.0525
30-Jan-04,1.13,2.09288,4.145,2.45833,0.24667,,2.16,5.6025,5.5275,0.0525
02-Feb-04,1.13,2.09,4.145,2.445,0.245,,2.18,5.58,5.52,0.0525
03-Feb-04,1.13,2.0855,4.145,2.44333,0.23833,,2.18,5.5575,5.51,0.05125
04-Feb-04,1.13,2.08406,4.15203,2.44167,0.23833,,2.19,5.5125,5.5,0.05125
05-Feb-04,1.13,2.08,4.15578,2.43167,0.24,,2.19,5.5225,5.5175,0.0515
06-Feb-04,1.13,2.08,4.15953,2.43667,0.24,,2.18,5.53,5.5425,0.0515
09-Feb-04,1.13,2.07238,4.15578,2.42,0.24,,2.18,5.5175,5.5225,0.05275
10-Feb-04,1.13,2.06875,4.15578,2.415,0.24,,2.02,5.5275,5.5075,0.05375
11-Feb-04,1.13,2.07175,4.16,2.40333,0.245,,1.97,5.5225,5.505,0.05275
12-Feb-04,1.12188,2.06525,4.15578,2.365,0.23667,,1.96,5.52,5.51,0.05125
13-Feb-04,1.12,2.064,4.15828,2.35,0.24,,1.96,5.5275,5.4675,0.0525
16-Feb-04,1.12,2.06438,4.1575,2.34667,0.25,,1.94,5.535,5.495,0.05125
17-Feb-04,1.12,2.0645,4.15891,2.34,0.26667,,1.94,5.5375,5.5,0.05125
18-Feb-04,1.12,2.05375,4.15953,2.34,0.25833,,1.93,5.525,5.4975,0.05
19-Feb-04,1.12,2.05875,4.16625,2.34333,0.26667,,1.93,5.5375,5.51,0.05125
20-Feb-04,1.12,2.06138,4.17,2.32333,0.27,,1.9,5.55,5.53,0.05125
23-Feb-04,1.12,2.071,4.18375,2.31,0.27667,,1.91,5.5725,5.52,0.0525
24-Feb-04,1.12,2.072,4.19125,2.29667,0.26167,,1.9,5.5675,5.5325,0.0525
25-Feb-04,1.12,2.07,4.1975,2.28667,0.26,,1.89,5.5675,5.5225,0.05125
26-Feb-04,1.12,2.05038,4.19875,2.28,0.25833,,1.86,5.555,5.51,0.05125
27-Feb-04,1.12,2.04838,4.20438,2.25167,0.25833,,1.85,5.5625,5.515,0.05125
01-Mar-04,1.12,2.04838,4.22406,2.26333,0.26,,1.84,5.5125,5.505,0.05125
02-Mar-04,1.12,2.05025,4.235,2.24667,0.26,,1.82,5.5025,5.515,0.0525
03-Mar-04,1.12,2.05338,4.25125,2.25167,0.27,,1.82,5.52,5.5475,0.05125
04-Mar-04,1.12,2.04988,4.26875,2.26,0.26,,1.82,5.4775,5.55,0.05125
05-Mar-04,1.12,2.05763,4.27188,2.26667,0.25667,,1.82,5.4825,5.5575,0.0525
08-Mar-04,1.11,2.05025,4.28625,2.24833,0.25833,,1.78,5.46,5.5425,0.05125
09-Mar-04,1.11,2.0515,4.2875,2.25167,0.25667,,1.78,5.4675,5.57,0.0525
10-Mar-04,1.11,2.053,4.275,2.25,0.25667,,1.69,5.4925,5.5875,0.05125
11-Mar-04,1.11,2.05538,4.27625,2.25,0.25333,,1.71,5.45,5.4375,0.05125
12-Mar-04,1.11,2.05288,4.27125,2.235,0.24833,,1.85,5.4325,5.4225,0.05125
15-Mar-04,1.11,2.05213,4.27125,2.21,0.255,,1.85,5.4375,5.4375,0.05125
16-Mar-04,1.11,2.05038,4.27563,2.19333,0.25833,,1.87,5.4425,5.43,0.05125
17-Mar-04,1.11,2.04875,4.28125,2.17833,0.25,,1.88,5.43,5.43,0.0525
18-Mar-04,1.11,2.0375,4.28375,2.17167,0.25,,1.9,5.4375,5.44,0.0525
19-Mar-04,1.11,2.0305,4.295,2.15833,0.24833,,1.9,5.45,5.4525,0.0525
22-Mar-04,1.11,2.025,4.31375,2.14667,0.24667,,1.9,5.43,5.445,0.0525
23-Mar-04,1.11,2.02138,4.31688,2.13167,0.24833,,1.87,5.435,5.4425,0.05125
24-Mar-04,1.11,2.01588,4.32625,2.13,0.25,,1.86,5.4325,5.4475,0.05063
25-Mar-04,1.11,1.98738,4.33938,2.11833,0.25,,1.85,5.425,5.4375,0.05125
26-Mar-04,1.11,1.96525,4.35125,2.11167,0.25,,1.86,5.4325,5.425,0.05125
29-Mar-04,1.11,1.95525,4.37,2.12167,0.255,,1.89,5.4475,5.4325,0.0525
30-Mar-04,1.11,1.95725,4.37813,2.1225,0.25,,1.9,5.4475,5.4225,0.0525
31-Mar-04,1.11,1.96,4.375,2.12,0.25,,1.89,5.4525,5.4225,0.04875
01-Apr-04,1.11,1.9575,4.37125,2.1,0.25,,1.88,5.4525,5.445,0.05
02-Apr-04,1.11,2.02625,4.37625,2.09167,0.25,,1.9,5.46,5.4375,0.04875
05-Apr-04,1.14,2.05425,4.41,2.125,0.26833,,1.91,5.475,5.505,0.04875
06-Apr-04,1.14,2.05,4.40625,2.125,0.26667,,1.95,5.4675,5.4725,0.04875
07-Apr-04,1.14,2.03975,4.40125,2.12167,0.26833,,1.93,5.4525,5.4625,0.04875
08-Apr-04,1.14,2.03763,4.4,2.115,0.275,,1.93,5.4525,5.465,0.0475
09-Apr-04,1.14,2.03763,4.4,2.115,0.275,,1.93,5.4525,5.465,0.0475
12-Apr-04,1.14,2.03763,4.4,2.115,0.275,,1.93,5.4525,5.465,0.0475
13-Apr-04,1.14,2.0385,4.37688,2.06833,0.28333,,1.95,5.4525,5.4725,0.04688
14-Apr-04,1.14188,2.0485,4.37563,2.09167,0.28,,1.97,5.4575,5.51,0.0475
15-Apr-04,1.15,2.05013,4.37,2.08833,0.28,,2.01,5.465,5.4975,0.04713
16-Apr-04,1.15,2.05288,4.37,2.08667,0.28,,1.99,5.4775,5.5,0.04713
19-Apr-04,1.14938,2.0525,4.36875,2.08167,0.27667,,2.01,5.475,5.4775,0.04688
20-Apr-04,1.15,2.0515,4.37938,2.08083,0.28,,2.01,5.4725,5.495,0.04625
21-Apr-04,1.16875,2.06138,4.38625,2.085,0.28,,2.01,5.4625,5.4975,0.0455
22-Apr-04,1.17,2.06,4.38,2.085,0.27833,,1.97,5.4675,5.5025,0.04625
23-Apr-04,1.17,2.0545,4.39125,2.08167,0.27833,,1.97,5.465,5.52,0.04625
26-Apr-04,1.17,2.06375,4.42063,2.08,0.28,,1.97,5.4625,5.5275,0.04875
27-Apr-04,1.17,2.06288,4.42,2.08333,0.30167,,1.99,5.4875,5.57,0.0475
28-Apr-04,1.17,2.063,4.42,2.08167,0.28833,,1.99,5.515,5.5725,0.04875
29-Apr-04,1.17875,2.07025,4.42625,2.08667,0.28833,,1.98,5.5575,5.695,0.04625
30-Apr-04,1.18,2.07163,4.43375,2.08833,0.27167,,1.95,5.5525,5.6825,0.04588
03-May-04,1.18,2.0715,4.43375,2.08833,0.27167,,1.95,5.5525,5.6825,0.04588
04-May-04,1.18,2.07163,4.43875,2.07333,0.26,,1.95,5.5275,5.695,0.0475
05-May-04,1.18,2.07056,4.44125,2.07167,0.26167,,1.97,5.4975,5.7075,0.0475
06-May-04,1.18,2.07269,4.4425,2.07667,0.26,,1.99,5.5,5.7,0.0475
07-May-04,1.19,2.08013,4.44875,2.08,0.26,,1.97,5.4575,5.695,0.0475
10-May-04,1.24,2.0895,4.47188,2.10833,0.28833,,1.94,5.45,5.735,0.0475
11-May-04,1.24,2.08438,4.4725,2.11167,0.28833,,1.93,5.4525,5.75,0.0475
12-May-04,1.24,2.08238,4.4725,2.12667,0.27,,1.98,5.4425,5.7625,0.0475
13-May-04,1.25,2.09131,4.4775,2.125,0.27,,1.99,5.47,5.82,0.0475
14-May-04,1.26,2.09306,4.48375,2.12333,0.2775,,2.01,5.4675,5.81,0.0475
17-May-04,1.25813,2.0865,4.49438,2.125,0.26,,2.01,5.4675,5.835,0.04875
18-May-04,1.26,2.09013,4.50438,2.12,0.26167,,2,5.475,5.8325,0.04875
19-May-04,1.27,2.09,4.54563,2.12833,0.26,,2.02,5.4625,5.8225,0.0475
20-May-04,1.28,2.09044,4.5675,2.12667,0.26,,2.02,5.465,5.8675,0.0475
21-May-04,1.28,2.08875,4.59125,2.12,0.25333,,2.03,5.4675,5.8475,0.0475
24-May-04,1.29,2.09225,4.61813,2.12333,0.25667,,2.02,5.465,5.86,0.0475
25-May-04,1.29,2.0915,4.62125,2.125,0.25167,,2,5.455,5.855,0.0475
26-May-04,1.3,2.09,4.62625,2.13167,0.265,,2.01,5.45,5.865,0.0475
27-May-04,1.31,2.08525,4.63625,2.12833,0.26,,2.01,5.4375,5.855,0.0475
28-May-04,1.315,2.08744,4.6575,2.125,0.26,,2.01,5.4325,5.855,0.04875
31-May-04,1.315,2.08525,4.6575,2.125,0.26,,2.01,5.4325,5.855,0.04875
01-Jun-04,1.32688,2.08588,4.67,2.12167,0.26,,2.01,5.45,5.835,0.05
02-Jun-04,1.34,2.08675,4.69,2.12167,0.26,,2.02,5.4475,5.8725,0.04875
03-Jun-04,1.36,2.0945,4.70375,2.125,0.27333,,2.03,5.425,5.885,0.04875
04-Jun-04,1.37375,2.10013,4.71375,2.13,0.29333,,2.03,5.435,5.8875,0.04875
07-Jun-04,1.4,2.10138,4.72,2.15167,0.31333,,2.04,5.45,5.9,0.04875
08-Jun-04,1.41,2.1015,4.735,2.15667,0.32833,,2.04,5.4475,5.9075,0.04875
09-Jun-04,1.4275,2.10163,4.7525,2.145,0.34,,2.02,5.4525,5.9275,0.04875
10-Jun-04,1.46875,2.10738,4.76625,2.14667,0.46,,2,5.4575,5.9925,0.04875
11-Jun-04,1.52,2.11275,4.79063,2.15167,0.45333,,2.02,5.4775,6.0025,0.04875
14-Jun-04,1.54125,2.12,4.81375,2.16333,0.4525,,2.02,5.4975,6.0375,0.04875
15-Jun-04,1.56,2.122,4.82375,2.18167,0.44667,,2.07,5.4925,6.0475,0.05125
16-Jun-04,1.53375,2.12,4.8225,2.17167,0.415,,2.06,5.5,6.05,0.05
17-Jun-04,1.55,2.12125,4.8275,2.17167,0.47667,,2.07,5.48,6.035,0.05125
18-Jun-04,1.55,2.12163,4.8225,2.17,0.47,,2.06,5.4775,6.04,0.05125
21-Jun-04,1.55938,2.123,4.82875,2.17,0.465,,2.05,5.4675,6.05,0.0525
22-Jun-04,1.55938,2.12288,4.83625,2.17167,0.46333,,2.04,5.4775,6.05,0.0525
23-Jun-04,1.57,2.12163,4.8425,2.175,0.47167,,2.03,5.4675,6.0575,0.05125
24-Jun-04,1.58625,2.11925,4.8425,2.16833,0.46667,,2.04,5.4525,6.0675,0.05125
25-Jun-04,1.58,2.119,4.84375,2.16667,0.46167,,2.01,5.4575,6.085,0.05125
28-Jun-04,1.58625,2.12013,4.84375,2.16333,0.46167,,1.98,5.4575,6.0625,0.05125
29-Jun-04,1.6,2.121,4.84125,2.15833,0.48,,1.97,5.4475,6.09,0.0525
30-Jun-04,1.61,2.12,4.84375,2.155,0.49833,,1.95,5.46,6.095,0.0525
01-Jul-04,1.6,2.11563,4.82625,2.13833,0.49667,,1.92,5.4675,6.1,0.0525
02-Jul-04,1.6,2.1145,4.82625,2.13833,0.49083,,1.97,5.4875,6.135,0.0525
05-Jul-04,1.5775,2.11113,4.825,2.12,0.48,,1.99,5.4575,6.115,0.05125
06-Jul-04,1.58,2.11313,4.825,2.115,0.47833,,1.99,5.4575,6.1075,0.05125
07-Jul-04,1.58125,2.113,4.83,2.12,0.48,,2.01,5.4375,6.11,0.0525
08-Jul-04,1.59,2.11238,4.83,2.12167,0.47167,,2.01,5.4325,6.13,0.05125
09-Jul-04,1.59,2.11113,4.83,2.12,0.48,,2.01,5.435,6.1275,0.05125
12-Jul-04,1.6,2.11363,4.82875,2.12333,0.48,,2.02,5.4275,6.1175,0.05125
13-Jul-04,1.6,2.11563,4.83,2.13083,0.49,,2.03,5.4175,6.1375,0.05125
14-Jul-04,1.61,2.11938,4.8275,2.13667,0.49417,,2.03,5.4275,6.1475,0.05125
15-Jul-04,1.62,2.1175,4.82875,2.14833,0.50333,,2.05,5.435,6.1675,0.05125
16-Jul-04,1.63,2.11613,4.83,2.15467,0.5075,,2.04,5.4475,6.1725,0.05
19-Jul-04,1.63,2.11375,4.82875,2.15333,0.5,,2.04,5.425,6.1475,0.05125
20-Jul-04,1.6325,2.115,4.83,2.15667,0.5,,2.03,5.4325,6.1675,0.05125
21-Jul-04,1.65,2.12,4.835,2.16,0.51333,,2.03,5.435,6.17,0.05125
22-Jul-04,1.66,2.11938,4.87625,2.16,0.5175,,2.03,5.425,6.1775,0.0525
23-Jul-04,1.66,2.11938,4.9,2.16,0.5175,,2.04,5.42,6.185,0.0525
26-Jul-04,1.66188,2.119,4.91875,2.15833,0.51833,,2.03,5.4125,6.185,0.0525
27-Jul-04,1.67,2.11838,4.92875,2.16333,0.52833,,2.02,5.415,6.1925,0.0525
28-Jul-04,1.68,2.12,4.93,2.16833,0.53,,2.02,5.4225,6.22,0.05125
29-Jul-04,1.69375,2.11944,4.93063,2.17333,0.53,,2.02,5.4225,6.265,0.05125
30-Jul-04,1.7,2.117,4.93875,2.17833,0.53,,2.02,5.4125,6.2675,0.05125
02-Aug-04,1.69,2.11438,4.94938,2.17167,0.53333,,2.02,5.42,6.265,0.05125
03-Aug-04,1.7,2.11888,4.965,2.17167,0.53833,,2.04,5.4275,6.2875,0.05125
04-Aug-04,1.7,2.11825,4.97438,2.15667,0.53667,,2.05,5.41,6.2875,0.0525
05-Aug-04,1.71,2.11888,4.98,2.15833,0.53167,,2.04,5.41,6.31,0.05125
06-Aug-04,1.71,2.11438,4.975,2.15833,0.53,,2.04,5.4175,6.3025,0.05125
09-Aug-04,1.67,2.11025,4.96,2.125,0.5,,2.03,5.4025,6.29,0.05
10-Aug-04,1.68,2.11025,4.96,2.125,0.50333,,2.03,5.3925,6.3125,0.05125
11-Aug-04,1.71,2.11163,4.96125,2.13833,0.52,,2.02,5.3875,6.315,0.05
12-Aug-04,1.71125,2.11238,4.9625,2.14167,0.52,,2.03,5.38,6.3325,0.05
13-Aug-04,1.72,2.1115,4.96,2.145,0.51917,,2.01,5.38,6.3575,0.05125
16-Aug-04,1.72,2.1115,4.9625,2.15667,0.51667,,2.02,5.3825,6.35,0.0525
17-Aug-04,1.73,2.11163,4.96,2.17167,0.515,,2.01,5.3825,6.3575,0.05125
18-Aug-04,1.73,2.113,4.95875,2.17833,0.52,,2.01,5.3825,6.355,0.05
19-Aug-04,1.74,2.113,4.96125,2.18167,0.51833,,2.02,5.385,6.3475,0.05125
20-Aug-04,1.74,2.11425,4.96,2.17333,0.52,,2.01,5.38,6.3475,0.0525
23-Aug-04,1.75,2.11363,4.96125,2.17833,0.52,,2.01,5.385,6.3525,0.0525
24-Aug-04,1.76,2.1125,4.9625,2.18333,0.54667,,2.02,5.385,6.3725,0.0525
25-Aug-04,1.77,2.11438,4.9625,2.235,0.58333,,2.02,5.3875,6.385,0.05125
26-Aug-04,1.78125,2.1145,4.96375,2.265,0.6175,,2,5.385,6.385,0.05188
27-Aug-04,1.79,2.11313,4.96,2.27667,0.61833,,1.98,5.3875,6.37,0.05188
30-Aug-04,1.79,2.11175,4.96,2.27667,0.61833,,1.99,5.3875,6.37,0.05188
31-Aug-04,1.8,2.11313,4.9625,2.32,0.62,,1.99,5.39,6.3875,0.05188
01-Sep-04,1.8,2.11438,4.95438,2.31,0.645,,2,5.385,6.405,0.05188
02-Sep-04,1.81,2.11088,4.95375,2.33167,0.64667,,2,5.3825,6.4175,0.05188
03-Sep-04,1.82,2.11875,4.95375,2.36333,0.66667,,2,5.38,6.4175,0.05188
06-Sep-04,1.85,2.1145,4.95313,2.41,0.67,,2.02,5.3825,6.43,0.05188
07-Sep-04,1.86,2.11325,4.95563,2.41667,0.67167,,2,5.3975,6.445,0.05188
08-Sep-04,1.8625,2.11438,4.95438,2.42333,0.67667,,1.99,5.385,6.4525,0.05063
09-Sep-04,1.87,2.11575,4.9525,2.43667,0.67,,1.99,5.365,6.4925,0.05063
10-Sep-04,1.87438,2.11575,4.94875,2.44,0.66833,,1.97,5.3575,6.495,0.05188
13-Sep-04,1.88,2.11544,4.95,2.43667,0.66083,,1.94,5.3575,6.5,0.05313
14-Sep-04,1.88,2.11575,4.95,2.435,0.66667,,1.9,5.35,6.5325,0.0525
15-Sep-04,1.88813,2.1145,4.94938,2.44,0.67333,,1.9,5.3575,6.5575,0.05188
16-Sep-04,1.91,2.1145,4.95375,2.45667,0.685,,1.9,5.36,6.5725,0.05188
17-Sep-04,1.91,2.11513,4.95,2.455,0.67667,,1.9,5.3575,6.565,0.05188
20-Sep-04,1.91875,2.11438,4.95,2.45667,0.675,,1.89,5.36,6.565,0.0525
21-Sep-04,1.93,2.1145,4.95,2.47,0.67,,1.89,5.355,6.58,0.0525
22-Sep-04,1.94125,2.11638,4.945,2.49,0.66,,1.91,5.3625,6.6,0.0525
23-Sep-04,1.95,2.117,4.94,2.49333,0.66,,1.95,5.3575,6.5975,0.0525
24-Sep-04,1.96,2.117,4.94,2.51333,0.665,,1.95,5.36,6.5925,0.0525
27-Sep-04,1.97,2.11575,4.93875,2.52,0.67167,,1.98,5.3525,6.605,0.0525
28-Sep-04,1.975,2.11513,4.93375,2.52333,0.67167,,1.97,5.36,6.6125,0.0525
29-Sep-04,2.00563,2.14738,4.93625,2.53333,0.71,,2,5.3725,6.6525,0.05375
30-Sep-04,2.02,2.14625,4.91875,2.545,0.7,,2.01,5.3675,6.65,0.0525
01-Oct-04,2.0275,2.14663,4.91625,2.55667,0.7,,2.01,5.3675,6.65,0.05375
04-Oct-04,2.03125,2.14613,4.91563,2.56333,0.70333,,2.02,5.355,6.6425,0.05313
05-Oct-04,2.04,2.14863,4.91375,2.57,0.70167,,2.01,5.36,6.65,0.05375
06-Oct-04,2.045,2.15,4.91,2.57833,0.70667,,2,5.3575,6.65,0.05313
07-Oct-04,2.06,2.15125,4.91,2.60167,0.71833,,1.99,5.3775,6.655,0.05188
08-Oct-04,2.06,2.14863,4.91,2.60833,0.72,,1.99,5.375,6.645,0.05188
11-Oct-04,2.0525,2.14575,4.90625,2.60333,0.71833,,2,5.3725,6.6475,0.05188
12-Oct-04,2.05813,2.14575,4.89313,2.605,0.71667,,2,5.3775,6.655,0.0525
13-Oct-04,2.07,2.14913,4.895,2.60333,0.71667,,1.99,5.3725,6.66,0.0525
14-Oct-04,2.07,2.14775,4.89625,2.60833,0.715,,1.99,5.3675,6.6575,0.0525
15-Oct-04,2.07,2.147,4.89438,2.60667,0.71333,,1.99,5.3575,6.645,0.05375
18-Oct-04,2.07875,2.14388,4.8925,2.62,0.70833,,2,5.35,6.6475,0.05375
19-Oct-04,2.08,2.14675,4.8925,2.62,0.69833,,2,5.35,6.6525,0.0525
20-Oct-04,2.09,2.14175,4.89375,2.625,0.69,,2,5.3575,6.6475,0.0525
21-Oct-04,2.1,2.145,4.89875,2.63,0.68333,,2.01,5.35075,6.6725,0.0525
22-Oct-04,2.11,2.145,4.8975,2.64333,0.69833,,2.01,5.3525,6.675,0.0525
25-Oct-04,2.11,2.14688,4.8975,2.64833,0.7,,2,5.355,6.645,0.0525
26-Oct-04,2.11938,2.14588,4.89375,2.65,0.70167,,2,5.36,6.67,0.0525
27-Oct-04,2.13,2.14575,4.89313,2.66167,0.71,,2,5.355,6.69,0.0525
28-Oct-04,2.16,2.1515,4.8975,2.69667,0.73167,,1.99,5.3725,6.675,0.0525
29-Oct-04,2.17,2.15288,4.8975,2.7,0.72667,,1.99,5.3775,6.6525,0.0525
01-Nov-04,2.18,2.1515,4.8975,2.70167,0.72833,,2,5.3725,6.64,0.05188
02-Nov-04,2.19,2.15288,4.9,2.715,0.73,,2,5.3775,6.64,0.05188
03-Nov-04,2.2,2.156,4.9,2.72333,0.74,,2.01,5.37,6.6275,0.0525
04-Nov-04,2.21,2.16,4.9,2.73333,0.73,,2.01,5.3775,6.6375,0.05188
05-Nov-04,2.22,2.16013,4.9,2.73667,0.73167,,2.01,5.3775,6.645,0.05188
08-Nov-04,2.26,2.17,4.9,2.76,0.75,,2.01,5.38,6.64,0.05188
09-Nov-04,2.27375,2.17,4.9,2.76,0.75333,,2.01,5.3725,6.635,0.05188
10-Nov-04,2.27625,2.17013,4.8975,2.765,0.75333,,2.02,5.38,6.6375,0.05188
11-Nov-04,2.29,2.17025,4.89438,2.76167,0.74333,,2,5.385,6.645,0.0525
12-Nov-04,2.29,2.17088,4.89563,2.765,0.73,,2,5.4075,6.65,0.0525
15-Nov-04,2.3,2.17163,4.89,2.76,0.73,,1.99,5.4025,6.6525,0.0525
16-Nov-04,2.31,2.17175,4.88875,2.76,0.73833,,2,5.4075,6.6475,0.0525
17-Nov-04,2.33,2.17175,4.8825,2.765,0.77,,1.99,5.4025,6.6375,0.0525
18-Nov-04,2.33875,2.17325,4.88125,2.75667,0.76833,,1.98,5.3875,6.6275,0.0525
19-Nov-04,2.345,2.1745,4.88125,2.76,0.77333,,1.98,5.38,6.625,0.0525
22-Nov-04,2.36,2.17713,4.8775,2.765,0.77167,,1.99,5.3825,6.6325,0.05288
23-Nov-04,2.38,2.1765,4.87125,2.77667,0.75833,,2,5.375,6.6075,0.05288
24-Nov-04,2.38063,2.17638,4.86,2.775,0.74667,,1.99,5.375,6.585,0.05288
25-Nov-04,2.39,2.1745,4.8575,2.69,0.745,,1.97,5.3625,6.56,0.05288
26-Nov-04,2.4,2.17525,4.85375,2.68333,0.74167,,1.97,5.3575,6.56,0.05288
29-Nov-04,2.4,2.1745,4.85125,2.68167,0.73833,,1.96,5.355,6.5675,0.05188
30-Nov-04,2.41,2.17325,4.85906,2.695,0.74,,1.98,5.3375,6.545,0.05188
01-Dec-04,2.41875,2.1705,4.86,2.66167,0.73,,1.98,5.335,6.5425,0.05188
02-Dec-04,2.4375,2.1675,4.86,2.66667,0.74833,,1.98,5.3375,6.55,0.05188
03-Dec-04,2.44,2.17425,4.86125,2.685,0.77,,1.99,5.3475,6.55,0.05063
06-Dec-04,2.44,2.16875,4.86,2.64833,0.76,,1.97,5.3375,6.5425,0.0525
07-Dec-04,2.45,2.1695,4.85875,2.66,0.75,,1.97,5.3325,6.535,0.05188
08-Dec-04,2.46,2.16875,4.86,2.65,0.75667,,1.98,5.34,6.56,0.05188
09-Dec-04,2.47,2.16875,4.86,2.65833,0.75833,,1.99,5.345,6.6275,0.0525
10-Dec-04,2.48,2.171,4.86,2.665,0.77,,2,5.36,6.6475,0.05188
13-Dec-04,2.49,2.17425,4.86,2.66167,0.77,,1.99,5.3625,6.6425,0.05188
14-Dec-04,2.5,2.17438,4.86125,2.66,0.77333,,2,5.3575,6.645,0.05188
15-Dec-04,2.50125,2.17438,4.86375,2.65333,0.78167,,2,5.3475,6.6425,0.05188
16-Dec-04,2.51,2.1725,4.87,2.655,0.75,,2.01,5.345,6.645,0.05188
17-Dec-04,2.52,2.17313,4.88125,2.65167,0.74167,,2.01,5.3475,6.645,0.05188
20-Dec-04,2.52125,2.17463,4.8825,2.655,0.74167,,2,5.345,6.645,0.05063
21-Dec-04,2.53,2.17325,4.88125,2.65667,0.745,,2,5.3525,6.645,0.05063
22-Dec-04,2.53,2.172,4.88,2.65667,0.74333,,2.01,5.3625,6.6475,0.05188
23-Dec-04,2.54875,2.17725,4.88125,2.655,0.74167,,1.99,5.36,6.655,0.05188
24-Dec-04,2.55,2.176,4.88125,2.65,0.74,,1.99,5.36,6.6475,0.05188
27-Dec-04,2.55,2.176,4.88125,2.65,0.74,,1.99,5.36,6.6475,0.05188
28-Dec-04,2.55,2.178,4.88125,2.65,0.74,,1.98,5.36,6.6475,0.05188
29-Dec-04,2.56,2.17625,4.8825,2.65167,0.735,,1.98,5.365,6.655,0.05313
30-Dec-04,2.56,2.15725,4.88125,2.65333,0.72,,1.97,5.365,6.645,0.05313
31-Dec-04,2.56438,2.15438,4.885,2.65,0.71667,,1.97,5.3625,6.645,0.05313
03-Jan-05,2.56438,2.153,4.885,2.65,0.71667,,1.99,5.3625,6.645,0.05313
04-Jan-05,2.57,2.14813,4.88,2.64333,0.71,,1.99,5.3675,6.65,0.05313
05-Jan-05,2.59,2.14688,4.88,2.64417,0.73333,,1.99,5.37,6.6525,0.05313
06-Jan-05,2.61,2.14875,4.88438,2.645,0.73667,,2,5.3725,6.67,0.05375
07-Jan-05,2.61,2.14638,4.88625,2.64167,0.73,,1.98,5.3675,6.66,0.05438
10-Jan-05,2.62,2.1445,4.88188,2.63667,0.73,,1.99,5.37,6.6675,0.05375
